ano,mes,dia1,dia2,dia3,dia4,dia5,dia6,dia7,dia8,dia9,dia10,dia11,dia12,dia13,dia14,dia15,dia16,dia17,dia18,dia19,dia20,dia21,dia22,dia23,dia24,dia25,dia26,dia27,dia28,dia29,dia30,dia31
2000,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,11.2,37.3,7.3,9.8,25.3,0.0,8.4,12.2,3.0,0.0,2.2,0.0,0.0,0.0,0.0,6.8,20.8,12.8,4.2,2.2,0.0,0.0,0.0
2000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0
2000,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,1,0.0,0.0,0.0,7.2,0.0,0.0,7.3,41.0,0.0,6.2,0.0,0.0,33.4,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,2,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.9,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,4.2,0.0,1.2,8.2,1.8,0.0,0.0,0.0,0.0
2001,3,11.2,0.0,0.0,0.0,5.2,0.0,0.0,1.3,0.0,2.4,0.0,22.2,33.0,0.0,13.8,0.0,0.0,0.0,0.0,14.0,0.0,9.2,1.2,0.0,16.2,3.2,0.0,14.1,43.0,4.0,0.0
2001,4,34.0,11.2,20.3,35.4,17.2,0.0,62.4,14.0,16.9,36.8,124.2,0.0,0.0,51.2,27.8,15.4,3.4,3.1,46.1,102.4,28.0,36.6,2.1,0.0,6.2,0.0,7.0,40.4,28.3,47.1,0.0
2001,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,6.3,28.2,15.3,0.0,0.0,0.0,4.8,0.0
2001,6,0.0,23.8,0.0,22.8,87.0,0.0,14.0,0.0,15.1,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,7,39.8,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.8,0.0,0.0,0.0,0.0
2001,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,8.8,0.0,3.4,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0
